Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer salary,min_salary,max_salary,avg_salary,Company_text,check_state,state1,python_yn,r_studio,spark,aws,excel
Data Scientist,$95K-$157K (Glassdoor est.),"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company.We will rely on you to build data products to extract valuable business insights.In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research.Your goal will be to help our company analyze trends to make better decisions.

Required Skills:
3 Yrs to 6 Yrs
Masters in Computer Science with Data Science Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R,Weka, NumPy, MatLab, etc.
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot,etc.
Proficiency in using query languages such as SQL, Hive, etc.
Experience with NoSQL databases, such as MongoDB
Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Key Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams",3.8,"Contus
3.8","Atlanta, GA",-1,201 to 500 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,95,157,126.0,"Contus
",1, GA,0,0,0,0,1
Data Scientist,$95K-$157K (Glassdoor est.),"We believe that every Team Member makes a difference at Integrated Computer Solutions, Inc. (ICS). ICS is a growing, veteran owned, business with the Corporate Office located in Montgomery, Alabama. We support IT contracts for federal, state, and municipal entities as well as private industries across the U.S. and overseas. The team takes pride thriving in a company culture made of uncompromising integrity, drive to get stuff done, grit, selfless service, and excellence.

Job Details: Serve as Data Scientist within Integrated Computer Solutions (ICS) in Fort Meade, Maryland, supporting an exciting new DoD program at Fort Meade, Maryland. Responsible for providing expert support, analysis and research into exceptionally complex Data Science and Data Management problems, and process relating to Data Science. Serves as the technical expert on executive-level project teams providing technical direction, interpretation and alternatives. Works on unusually complex technical problems and provides solutions which are highly innovative and ingenious. Assignments are often self-initiated.

Essential Functions / Responsibilities:

Demonstrate the ability to translate end-user’s high-level requirements into detailed analytics to be processed in SIEM, AI/ML custom and cloud-managed solutions and to assist in the architecture and development of a DevSecOps/CI/CD analytics development pipeline environment using in-house and Cloud-based technologies
Knowledge/Application of streaming and batch analytics including Hadoop Map Reduce, Splunk analytic and query development; Extract, Transform, Load (ETL), data parsing, enrichment and dataset management best practices, and SOAP, REST, API-based web services for data platforms and analytics
Understanding of unique requirements for cyber-related and DoD-based data analytic environments and reginement of requirements and development of analytics dashboards and visualization
Exercise sound independent thinking and judgement in developing methods, techniques, and evaluation criteria associated with obtaining results under this contract; and identify upgrade needs, and anticipate customer requirements by effectively planning, scheduling, and overseeing system upgrades and demonstrate exceptional written and oral communication skills
Determine and pursue courses of action necessary to obtain desired results; develop advanced technological ideas and guides their development into a final product

Interact with both customer and contract leadership relating complex technical issues/solutions in a manner to establish a partnership
Improve the customer’s operating environment by providing expert support while also maintaining the cybersecurity/IA posture of systems/hardware managed/administered for both DISA and DISA’s customers’ assets
Exercise sound judgement with an ability to follow provided processes, procedures and checklists associated with obtaining results under this contract, compliance with all training, safety, and security standards and perform other duties/projects as assigned

Competencies:

Technical Competence
Ethical Conduct
Collaborative Approach
Quality Compliance
Solutions Oriented
Communication Proficiency
Task Management
Qualifications

Education and Experience:
Required

Department of Defense (DoD) 8570 Information Assurance Technical Level III (IAT Level III) Information Assurance (IA) Baseline Certification, and Computing Environment (CE) Certification
MA or MS in a technical discipline plus 15+ years of experience supporting security operations for a global organization,
Significant experience working with Enterprise level customers,
Minimum active Secret Clearance

Preferred

DoD 8570 IAT Level III: CASP+ CE, CCNP Security, CISA, CISSP (or Associate), GCED or GCIH
DoD 8570 CE: Splunk Enterprise Certified Architect, HDP Certified Developer Big Data Hadoop, or Amazon Wed Service (AWS) Certified Big Data - Specialty",3.4,"Integrated Computer Solutions
3.4","Fort Meade, MD",-1,51 to 200 Employees,-1,Contract,IT Services,Information Technology,$5 to $10 million (USD),-1,0,0,95,157,126.0,"Integrated Computer Solutions
",1, MD,0,0,0,1,1
Data Scientist,$95K-$157K (Glassdoor est.),"Job Description


Required Skills:
Must have 5 years of experience as Data Scientist.
Experience mining databases, manipulating datasets and building statistical models to draw insights from data
Expert in one of the following scripting languages (Python, Java, VB)
Experience with relational databases (SQL or similar)
Experience generating visualizations for stakeholders using: SSRS, PowerBI, Tableau or similar
Knowledge of a variety of statistical analysis techniques
Knowledge of machine learning algorithms and applications
Excellent communication skills for coordinating across multidisciplinary teams
A drive to learn and master new technologies and techniques
Ability to understand advanced technical concepts",-1.0,Microagility,"Livingston, NJ",-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,0,0,95,157,126.0,Microagility,1, NJ,1,0,0,0,1
Data Scientist,$95K-$157K (Glassdoor est.),"Description

i360, a leader in data and analytics capabilities that solve political, operational, supply chain, and market forecasting challenges for some of the most sophisticated organizations in the world, is seeking a Data Scientist to join the team! i360 is a dynamic workplace sitting on the leading edge of politics, technology, and business, and is seeking team members who are as excited about freedom as they are about building the next generation of political technology.

The ideal candidate is someone who has technical experience leveraging data and technology to optimize commercial or political operations and to create new capabilities. The Data Scientist is primarily responsible for developing models and related tools that create value for our customers.

What you will do in your role.
Quantify model accuracy over baseline for a specific subset of people
Quantify the potential value of a new data set for future models
Analyze a data science customer question and explain the answer to a non-technical team member
Devise and implement an automated approach to a repeatable process in collaboration with the Data Operations Team and the Analytics Team
Determine more data is required after training an experimental model and validating its performance
The experience you will bring.

To be considered, candidates must demonstrate the following qualities:

Outstanding quantitative, analytical, and conceptual problem-solving skills
Entrepreneurial attitude and the desire to drive projects to completion autonomously and on time
Affinity for fast-paced, cross-functional team environments

Basic Qualifications:

3+ years of experience writing R, Python, or similar scripting language for data analysis
1+ years of experience in machine learning or artificial intelligence with caret, scikit-learn, PyTorch, TensorFlow, or similar framework
1+ years of experience writing SQL for data analysis
Theoretical understanding of the algorithms behind real-world machine learning and artificial intelligence applications

Preferred Qualifications:

MS or PhD in statistics, mathematics, econometrics, operations research, software engineering, computer science, artificial intelligence, or a similar technical field. Those with a non-technical advanced degree but extensive technical experience are also encouraged to apply.
Experience identifying and communicating actionable insights using data

Experience with automated data pipelines for data collection or standardization
Experience with NoSQL nonrelational databases
Familiarity with AWS or similar cloud-based platform, Linux, git, containers, and command line basics
Familiarity with d3.js, plotly, seaborn, ggplot, or similar library
Familiarity with individual-level commercial data, state-level government data, census data, or unstructured data
Experience working with free market groups or political campaigns
Education

Bachelor’s degree in statistics, mathematics, econometrics, operations research, software engineering, computer science, artificial intelligence, or a similar technical field

Salary and benefits commensurate with experience.

Equal Opportunity Employer.

Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.

This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf",4.0,"I 360
4.0","Arlington, VA",-1,51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,95,157,126.0,"I 360
",1, VA,1,0,0,1,0
Data Scientist,$95K-$157K (Glassdoor est.),"Job Description

Millennium Pharmaceuticals, Inc. is seeking a Data Scientist in Cambridge, MA with the following requirements: PhD in Computer Science, Data Science or related field or foreign equivalent degree OR Master’s degree in Computer Science, Data Science or related field or foreign equivalent degree plus 3 years of related experience. SPECIFIC SKILLS GAINED DURING THE PHD RESEARCH OR POST-MASTER'S WORK EXPERIENCE MUST INCLUDE THE FOLLOWING: author and Implement Python, R, Java or Scala languages to achieve a programmatic or analytic result (2 yrs); use Application of Machine Learning and / or Deep Learning to find hidden information/patterns in data (2 yrs); use deep learning frameworks: TensorFlow, MX Net to design, and evaluate analytical models for gaining insight from unstructured data and then make re-useable models (2 months); apply data wrangling, manipulation and management of technologies to create structured datasets accessible through databases for further analysis using Deep and Machine Learning techniques (2 yrs).

Apply on-line at www.takedajobs.com and search for Req #R0021041

Locations

Boston, MA

Worker Type

Employee

Worker Sub-Type

Regular

Time Type

Full time

Job ID R0021041",3.7,"Takeda Pharmaceuticals
3.7","Boston, MA",-1,10000+ Employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,95,157,126.0,"Takeda Pharmaceuticals
",1, MA,1,0,0,0,0
Data Scientist,$95K-$157K (Glassdoor est.),"Data Scientist, Clearance Required TS/SCI w/Polygraph

Please
note, this position requires all candidates to currently
possess an active Top-Secret SCI Clearance
with a Polygraph. This position is not an opportunity to be sponsored or
nominated for a government security clearance.
The Challenge:

We encode mission
critical software for our partners who analyze more than 25
petabytes of data a day. We ingest millions of signals
confidentially utilizing our sensible solutions that identify
and respond to attacks before they are even executed. We
incorporate automated tools and cutting-edge technology that
saves lives and protects property of everyday people.
With our technology we are looking to refine our software to
more securely protect, analyze, and increase the number of
petabytes we work
with.
How We Meet the
Challenge:

A combination of
utilizing the right people and giving them the tools,
resources, support, and freedom to develop effective
signal processing algorithms, excellent software,
and use strong intuition on what works for a
scalable system.
Minimum
Qualifications:
A current Top-Secret/SCI government security clearance with
polygraph is required.
Shall have demonstrated experience working with LINUX/UNIX operating systems.
Shall have demonstrated experience with Enterprise level IT data systems and capabilities such as Python, Java, and SQL database.
Shall have demonstrated experience interpreting data models and developing database structures.
Shall have demonstrated experience translating customer requirements into system specifications.
Shall have demonstrated experience with data management, data engineering and application development.
Shall have demonstrated experience working with Presto and DBeaver.
Shall have demonstrated experience writing and troubleshooting: SQL, JAVA, Python.
Shall have demonstrated experience with Data Management Tools including: Hadoop tools, MapReduce, Hive, NoSQL, Tableau, Oracle Databases.
Bonus Points:
Possess Python Certification.
Possess Project Management Professional (PMP) Certification.
Possess Certified Information Systems Security Professional (CISSP) certification.
Possess AWS Solutions Architect certification.
Possess AWS Associate Architect certification or equivalent.
As a Data Scientist, You Will:
Work with LINUX/UNIX operating systems.
Interpret data models and developing database structures.
Translate customer requirements into system specifications.
Work with Presto and DBeaver.
Write and troubleshoot: SQL, JAVA, Python.
Work Site: Greater Ft. Meade, MD
area.

To Learn More About Our Team and
Solutions, Check Out the Following:
Corporate
Website: www.ssati.com
GlassDoor
Page: https://www.glassdoor.com/Overview/Working-at-SSATI-EI_IE1260475.11,16.htm
Indeed
Page: https://www.indeed.com/cmp/Ssati/reviews
LinkedIn
Page: https://www.linkedin.com/company/ssati/
Facebook
Page: https://www.facebook.com/ssati2003/
Twitter
Page: https://twitter.com/ssati2003?lang=en
At Sensible Solutions and
Technologies, Inc. (SSATI), we dont just accept
differencewe celebrate it, we support it, and we thrive on it
for the benefit of our employees, our services, and our
community. SSATI is honored to
be an equal opportunity workplace. We are committed to
equal employment opportunity regardless of race, color,
religion, sex, sexual orientation, gender identity, national
origin, disability, or veteran
status.",5.0,"SSATI
5.0","McLean, VA",-1,1 to 50 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,95,157,126.0,"SSATI
",1, VA,1,0,0,1,1
Data Scientist,$95K-$157K (Glassdoor est.),"Ironclad Technology Services is a Virginia based Information Technology and Business Consulting services company focused on supporting public and private sector customers as they tackle their most daunting information technology and business challenges. We focus on solving real world business problems through innovative thinking, a talented staff, and hard work.

Ironclad Technology Services LLC, a Service Disabled Veteran Owned Small Business has an opening for a Sr. Computer & Information Research Specialist to join our growing company. Arlington, VA area. This role will help protect and enhance the resilience of the nation's physical and cyber infrastructure. Due to the nature of the work, only U.S. Citizens will be considered for this position.
Responsibilities
Explore fundamental issues in computing and develop theories and models to address those issues.
Help scientists and engineers solve complex computing problems.
Invent new computing languages, tools, and methods to improve the way in which people work with computers.
Develop and improve the software systems that form the basis of the modern computing experience.
Design experiments to test the operation of these software systems.
Design new computer architecture that improves the performance and efficiency of computer hardware.
Minimum Qualifications
7+ years experience creating and improving computer software and hardware systems.
Bachelor’s degree in computer science, mathematics, or a related field.
Public Trust security clearance
Travel
Ability to travel within 50 miles of the government site
Ability to travel within the United States to support the mission
Physical Demands
Remains in a stationary position less than 50% of the time during the work day
Operates a computer and performs desk-based computer tasks continually; frequently viewing a computer screen
Rarely lifting, carrying, pushing, pulling objects and/or equipment that weighs up to 50 pounds
Ironclad Technology Services is an Equal Employment Opportunity/Affirmative Action Employer (EEO/AA). All employment and hiring decisions are based on qualifications, merit, and business needs without regard to race, religion, color, sexual orientation, nationality, gender, ethnic origin, disability, age, sex, gender identity, veteran status, marital status or any other characteristic protected by applicable law. Ironclad offers a comprehensive compensation package including Health and Dental Insurance, Vision and Life Insurance, Short-Term & Long-Term Disability, 401(K) + company match, Paid Time Off (PTO), Paid Company Holidays, Tuition Assistance Program and more.

If you are a qualified individual with a disability and/or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to access job openings or apply for a job on this site as a result of your disability. You can request assistance by contacting HRSupport@ironcladts.com or calling 757-493-3572.

#cjpost",-1.0,Ironclad Technnology Services,"Arlington, VA",-1,-1,-1,-1,-1,-1,-1,-1,0,0,95,157,126.0,Ironclad Technnology Services,1, VA,0,0,0,0,0
Data Scientist,$95K-$157K (Glassdoor est.),"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

None

Clearance Level Must Be Able to Obtain:

None

Suitability:

No Suitability Required

Public Trust/Other Required:

None

Job Family:

Data Science

Job Description:

GDIT Job Posting Template

At GDIT, people are our differentiator. Our work depends on a Fraud, Waste and Abuse Data Scientist joining our team to support Centers for Medicare and Medicaid Services anti-fraud activities. As a FWA Data Scientist supporting the Healthcare Fraud Prevention Partnership, you will be trusted to collaborate with Subject Matter Experts and other Data Scientists to create unique fraud detection methodologies within a multi-billion record database made up of a large partnership of public and private healthcare payers. You will be a part of a 12-person team supporting the Trusted Third Party fraud, waste and abuse data analytics.

We are GDIT. The people supporting and securing some of the most complex government, defense, and intelligence projects across the country. We ensure today is safe and tomorrow is smarter. Our work has meaning and impact on the world around us, but also on us, and that’s important.

GDIT is your place. You make it your own by embracing autonomy, seizing opportunity, and being trusted to deliver your best every day.

We think. We act. We deliver. There is no challenge we can’t turn into opportunity.

In this role, a typical day will include:
This position is within a multi-disciplinary team of Data Scientists, Business Intelligence Analysts and FWA Subject Matter Experts. Our team is 100% remote and distributed throughout the country.
This position will be responsible for development and execution activities in multi-payer environments by creating, reviewing, and maintaining statistical analysis plans, providing data interpretation and generating reports in support of proposed research questions.
The FWA Data scientist will develop statistical tests for FWA modeling results and provide predictive analytic statistical support.
This position is responsible for preparing timelines for statistical project management and performs and interprets basic and complex analyses.
The FWA Data Scientist will provides quality review on statistical analysis and programs plan to ensure consistency with protocol and adequacy to meet objectives defined in protocol, by collaborating with other statisticians and programmers to identify potential data problems from analytic queries and to take appropriate action to guide the resolution process.
This position requires documenting analyses, creating summaries and presenting written and verbal results for FWA study reports.
The FWA Data Scientist will effectively communicate statistical and data-related concepts to non-statisticians (managers, researchers in other fields, etc.).
This team member will be called upon to lead or co-lead small project teams as necessary.
REQUIRED QUALIFICATIONS
Master’s Degree in Statistics or related field.
7+ years of experience in statistical and computer-science related field(s).
5+ years of experience using SAS software for healthcare Fraud, Waste and Abuse data mining and statistical modeling.
5+ years client relation activities, ingesting and synthesizing customer requirements and effectively communicating complex healthcare analytic outcomes to client satisfaction.
5+ years expertise in medical terminology and all healthcare coding systems (e.g., ICD-10, CPT, HCPCS, DRG and the like).
5+ years of experience datamining for healthcare fraud, waste and abuse in large, multi-payer databases with diverse health care benefit structures and claim processing systems, including private plans (commercial insurance) as well as Federal and State public plans (Medicare and Medicaid).
5+ years of experience researching, interpreting and applying payer medical (coverage) policies (e.g., LCDs, NCDs, private carrier medical policies) and common industry claim edits (e.g., NCCI).
2+ years of experience using Tableau, with demonstrable experience communicating and visualizing complex healthcare analytic outcomes
Demonstrated expertise in the complete Microsoft Office Suite including: Word, Excel, and PowerPoint
DESIRED QUALIFICATIONS
Competence and experience in the following programming languages and platforms: Linux, SQL, Hadoop, Python and/or R.
Strong supervisory experience leading project teams and/or mentorship ability guiding new analysts.
Ability to communicate technical outcomes with a high degree of detail and precision to technical audiences, while at the same time being able to communicate those outcomes to non-technical audiences in an approachable and understandable manner.
Exceptional problem-solving abilities, accuracy with work, strong organizational skills, attention to detail and the ability to multi-task while meeting deadlines.
Excellent communication skills, both written and verbal, and especially the ability to communicate data clearly to clients.
Ability to work in a fast-paced, team-oriented environment with minimal supervision.
WHAT GDIT CAN OFFER YOU
The GDIT HFPP Trusted Third Party is the only data warehouse of its type anywhere, bringing in many billions of healthcare claims from dozens of healthcare payers, including federal, state and local plans both public and private. We use this data warehouse solely for fraud, waste and abuse analytics.
The TTP is responsible for identifying overpayments, fraud leads, and meaningful insights about abusive billing behaviors through a cross-payer lens. Government and private healthcare. organizations collaborated to form the HFPP as a public-private partnership to combat fraud, waste, and abuse.
Competitive pay and benefits, flexible work schedule, collaborative inter-disciplinary environment where the best idea wins.
GDIT CAREERS

Opportunity Owned

Discover more at www.gdit.com/careers

General Dynamics Information Technology is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.

Scheduled Weekly Hours:

40

Travel Required:

Less than 10%

Telecommuting Options:

Telecommuting 100%

Work Location:

Any Location / Remote

Additional Work Locations:

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.5,"General Dynamics Information Technology
3.5",Remote,-1,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1,0,0,95,157,126.0,"General Dynamics Information Technology
",0,Remote,1,0,0,0,1
Data Scientist,$95K-$157K (Glassdoor est.),"Job Title

Data Scientist
City

Agoura Hills
State

CA
Area code
Postal Code
Experience

8 Yrs.
Skill

SQL, Python
Tax Term

1099,C2C,C2H, Part Time, W2, Intern, Seasonal
Job Description

Please share me your resume Venkat.t(at)krgtech(dot)com

Job Description:

Should have a Bachelor/master's degree in computer science or Engineering or

Statistics around 6 plus experience in Data Scientist

Strong working experience in Predictive, Prescriptive analytics, Natural Language Processing and Deep Learning

Sound knowledge of statistics(Distributions and Statistical Testing) and machine learning Machine learning programming experience in languages such as Python, R, Java and Scala .

In-depth experience & proficiency in data mining, mathematics, and statistical analysis

Experience in SQL, Python (NumPy, Pandas), pymc3, Theano, etc.,

Experience with data visualization tools, such as Tableau

Experience on Cloud ML(AWS/Azure ML) Excellent communication skills

Responsible for: To execute and implement projects in Analytics using Statistical and Optimization techniques for deriving business insights with measurable success . Identify valuable data sources and automate collection processes

Undertake preprocessing of structured and unstructured data

Analyze large amounts of information to discover trends and patterns, Processing, cleansing, and verifying the integrity of data

Build predictive models and machine-learning algorithms

Combine models through ensemble modeling

Present information using data visualization techniques

Undertake preprocessing of structured and unstructured data

Present information using data visualization techniques

Thanks & Regards

Venkatesh T

KRG Technologies

Eight 7 Two-Three 0 Two Eight 08 Zero

Venkat.t(at)krgtech(dot)com
Phone Number

+1 872.302.8080",4.6,"KRG Technologies
4.6","Agoura Hills, CA",-1,501 to 1000 Employees,2003,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,95,157,126.0,"KRG Technologies
",1, CA,1,0,0,1,1
Data Scientist,$95K-$157K (Glassdoor est.),"Job Description


Are you looking for a new and exciting career opportunity?

Join our award-winning organization and work with some of the most talented minds within our Enterprise Technology and Innovation teams. As a Salient CRGT employee, you get to be part of a best performing team supporting our nation’s most critical missions.

Why Salient CRGT?

We’re passionate about the inspirational missions of our customers and we entrust our employees and teams to deliver exceptional performance to enable the safety, security, health and well-being of our nation. We provide the tools and resources to help you be successful, and our culture fosters an environment in which idea sharing and collaboration is essential. Are you ready to make a difference?

The ideal candidate will be responsible for improving the NCTC analyst's workflow by developing tools and capabilities that enhance the ability to use and produce identity intelligence data.

This role is responsible for analyzing, interpreting, and extracting data using IT techniques to support decision-making. This role works with customers to understand changing requirements and recommends solutions based on quantitative analysis. Responsibilities include working independently and collaboratively in a team to develop data models and solutions. This role compiles and reviews data, often disparate and inconsistent, to address complex intelligence issues or problems for customers. This role requires constructing and performing complex statistical, mathematical, and data analysis independently, or in partnership with other data scientists or analysts. This role provides recommendations for the development of tools and applications that improve process effectiveness and efficiency.

#CJPOST

Required Qualifications
Strong experience working with Python or R programming languages
Experience working with data manipulation, analytic/business insight tools, and data visualization experience
Experience with SciPy stack or Tidyverse packages
Experience constructing and performing complex database search queries
Experience/ knowledge of computer science concepts, data architecture, and experience/knowledge of statistics
Experience /familiarity with statistics and probability including predicative modeling
Experience with visualizing data using popular packages including Tableau, ggplot or Matplotlib
Ability to communicate technical findings to non-technical audiences
Bachelor’s degree in a highly quantitative subject or related field (for example, statistics, mathematics, economics, or related field)
TS/SCI clearance with polygraph required
Position requires a BS degree + 3 years of applicable experience OR a Master's degree + 1 year of applicable experience
#muncyreqs

#msreqs

#super6

#neumerreqs

#aneumer

Desired Qualifications


Desired Optional Skills: • Experience in modern machine learning, AI, biometrics, social network analysis, or geospatial analysis • Experience/knowledge of link analysis tools (e.g. Palantir, i2 Analyst’s Notebook)• Experience with cloud architectures including AWS• Experience with distributed computing and storage technologies

#cjpost

#pathf

#ysreqs

#dcjobs

#super6

#aneumer

Salient CRGT is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, sexual orientation, gender identity or expression, veteran status, disability, genetic information, or any other factor prohibited by applicable anti-discrimination laws.",3.4,"Salient CRGT
3.4","Arlington, VA",-1,1001 to 5000 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,95,157,126.0,"Salient CRGT
",1, VA,1,0,0,1,0
Data Scientist,$55K-$98K (Glassdoor est.),"Date: Sep 22, 2020

Location: North Charleston, SC, US, 29405

Company: HII's TSD

Huntington Ingalls Industries is America’s largest military shipbuilding company and a provider of professional services to partners in government and industry. For more than a century, HII’s Newport News and Ingalls shipbuilding divisions in Virginia and Mississippi have built more ships in more ship classes than any other U.S. naval shipbuilder. HII’s Technical Solutions division provides a wide range of professional services through its Fleet Support, Mission Driven Innovative Solutions, Nuclear & Environmental, and Oil & Gas groups. Headquartered in Newport News, Virginia, HII employs more than 42,000 people operating both domestically and internationally.

Job Description
HII – Technical Solutions Division (HII-TSD) is seeking a Data Scientist to team up with software engineers, scrum masters, leads, managers and directors at our customer site in either Charleston, SC or Falls Church, VA. You will work in an Agile environment to support process improvement processes related to big data efforts and projects. You will be a team member of a team responsible for defining business requirements, business process improvement and change management methodologies as part of business process improvement activities. Will work closely with data analysts and business analysts to provide support in defining requirements and data analysis, as well as help develop approach and provide data analytics support.

Essential Job Responsibilities
Mine and analyze data sets to extract meaningful trends
Produce meaningful and actionable reports
Write documentation and procedural materials for multiple audiences
Develop and maintain appropriate reference materials, including research, usability tests, and design specifications as they relate the big data efforts
Use statistical programming languages, machine learning and other toolkits and techniques for analyzing large, complex datasets
Demonstrate technical proficiency with transforming structured and unstructured data sets
Mentor and support multiple business/technical areas
Develops theories for understanding, characterizing and organizing natural phenomena into a systematic and meaningful pattern for research into potential new products or inventions.
Participates in intellectual property evaluations and development of patent applications.
Coordinates interdepartmental activities and research efforts.
Minimum Qualifications
3 years experience and Bachelor's degree in Information Systems, business administration.
3 years as a data scientist/data analyst
2+ years mining and analyzing data sets
Superior written and verbal communication skills, with a keen eye for detail
Must be able to obtain and maintain a Secret level clearance

Preferred Requirements
MBA preferred
Background as a data analyst, DBA and/or data scientist is a plus
Experience in big data migration strategies and best practices is a plus
Expertise in Talend platform for MDM practices is plus
Expertise in working in a cloud based environment and tools is a plus

Huntington Ingalls Industries is an Equal Opportunity/Vets and Disabled Employer. U.S. Citizenship may be required for certain positions.

Nearest Major Market: Charleston South Carolina
Nearest Secondary Market: South Carolina",3.6,"Huntington Ingalls Industries Inc.
3.6","North Charleston, SC",-1,10000+ Employees,2011,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),-1,0,0,55,98,76.5,"Huntington Ingalls Industries Inc.
",1, SC,0,0,0,0,0
Security Data Scientist,$55K-$98K (Glassdoor est.),"Are you motivated by keeping products used by hundreds of millions of people safe and secure from abuse? Can you tame huge amounts of highly technical security data? Do you enjoy helping to connect people all over the world on a team securing the next generation of planet scale AR games through objective and deeply investigated analysis? We're looking for a game security data scientist to help improve Niantic's anti-cheat data analysis and fraud prevention capabilities as part of our broader game security team. You'll craft and communicate detailed analyses on specific security incidents and vectors as well as build scalable analysis workflows and dashboards for identifying suspicious behavior in our games. You'll accomplish this by working closely with our server and client game security data engineering teams to enable our product teams to deliver end-to-end solutions to catch bad actors and keep Niantic's products fun for everyone.

Responsibilities
Analyze and identify abuse and security anomalies by crafting and maintaining analysis workflows that can process large amounts of production security data.
Write queries, dataflows, and transformations which extract insights and bring order to complex data sets.
Setup dashboards and monitoring alerts to quantify and monitor abusive activity and subsequently write detailed analysis reports about specific attacks and activities.
Translate your findings into concrete steps for the client and server game security teams to integrate into our products.
Work with groups across the company to report insights and improve our understanding of cheater behavior.
Qualifications
BS, MS or PhD in a technical or quantitative analysis field including statistics, economics, natural sciences or engineering, or equivalent experience.
Advanced knowledge of SQL - you should be able to write complex queries in your sleep and you're excited by working hands-on with data.
At least 3 years of experience performing modeling and statistics with a working statistical analysis language such as Python or R is required.
Experience with BI, dashboarding, and visualization tools (e.g. Tableau, Looker, Periscope, Grafana).
Knowledge of operating with data at cloud scales with distributed storage systems such as Bigquery or Presto is helpful.
Join the Niantic team!


Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, London, Tokyo, Hamburg, and Zurich.",4.2,"Niantic
4.2","San Francisco, CA",-1,501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0,0,55,98,76.5,"Niantic
",1, CA,1,0,1,0,0
